Category,Emission Factor Dataset,Mode of Transport,Activity Type,Vehicle Type,Amount of Activity Type,Units of Measurement,CO2 (tonnes),CH4 (tonnes),N2O (tonnes),CO2e (tonnes),"Biofuel CO2
(tonnes)",EF (kgCO2e/unit),Source
Upstream T&D,US EPA,Car,Vehicle Distance,Medium- and Heavy-Duty Truck,1,vehicle-km,0.000912,8.70E-09,6.21E-09,9.13E-04,0,1.470042,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
Upstream T&D,US EPA,Rail,Vehicle Distance,Rail,1,vehicle-km,,,,,0,0.0232094,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
Upstream T&D,US EPA,Ferry,Vehicle Distance,Waterborne Craft,1,vehicle-km,,,,,0,0.060074,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
Upstream T&D,US EPA,Air,Vehicle Distance,Aircraft,1,vehicle-km,,,,,0,1.318653,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
