"","hs_pc_tas_code","sitc_rev_3_sita_code","product_discription_hs","product_description_sitc","rootproduct_hs","rootproduct_sitc","product_fraction","value_fraction","wf_type","world_grazing","world_mixed","world_industrial","world_wgt_avg","country_grazing","country_mixed","country_industrial","country_wgt_avg"
"120","020630","01253","Swine edible offal, fresh or chilled","Edible offal,swine,fh,ch","010310","01221",0.04,0.0130612659813218,"Grey",135.745832007172,122.227848947244,143.478495557064,130.565856960553,205.260153077463,155.228683405768,101.498816894125,162.235052095603
"121","020641","01254a","Swine livers, edible offal, frozen","Edible offal,swine,fh,ch","020630","01221",0.6,0.327494255630086,"Green",897.756698330322,597.67074065963,461.37773086445,562.339069002462,692.769990823086,485.644564035856,317.546651812103,522.589566963956
"122","020641","01254a","Swine livers, edible offal, frozen","Edible offal,swine,fh,ch","020630","01221",0.6,0.327494255630086,"Blue",48.9184394522253,48.3499383987195,53.9846120095877,51.0343283060095,31.6931392574146,28.282986595672,25.8947161320844,28.9668168711943
"123","020641","01254a","Swine livers, edible offal, frozen","Edible offal,swine,fh,ch","020630","01221",0.6,0.327494255630086,"Grey",74.0933003467921,66.7148640137405,78.3139718356421,71.2659468933345,112.035868404368,84.7275035406839,55.4004658101265,88.5517460385962
"124","020649","01254","Swine edible offal, frozen nes","Edible offal,swine,frzen","020630","01253",1,1,"Green",1644.77394561271,1094.98850202988,845.287005068431,1030.25758651042,1269.21919193402,889.746105197776,581.77506265169,957.432793974077
"125","020649","01254","Swine edible offal, frozen nes","Edible offal,swine,frzen","020630","01253",1,1,"Blue",89.6231404574255,88.5815935409851,98.9048407686849,93.4996460462884,58.0647850383299,51.8170675230746,47.4415334380703,53.0699083233627
"126","020649","01254","Swine edible offal, frozen nes","Edible offal,swine,frzen","020630","01253",1,1,"Grey",135.745832007172,122.227848947244,143.478495557064,130.565856960553,205.260153077463,155.228683405768,101.498816894125,162.235052095603
"127","020680","01255","Sheep, goats, asses, mules or hinnies edible offal, fresh or chilled","Ed.off.sheep,horse,fh,ch","010410","00121",0.08,0.0556868118325466,"Green",4960.20298984208,2429.62315073441,1410.3968179521,2978.05576831122,3601.7185036858,2398.07245493323,1805.18355989446,2393.61738744923
"128","020680","01255","Sheep, goats, asses, mules or hinnies edible offal, fresh or chilled","Ed.off.sheep,horse,fh,ch","010410","00121",0.08,0.0556868118325466,"Blue",123.784365381889,143.174433075977,237.31662770376,151.07618907153,117.939708743423,181.706215648161,236.276255380976,181.001782256143
"129","020680","01255","Sheep, goats, asses, mules or hinnies edible offal, fresh or chilled","Ed.off.sheep,horse,fh,ch","010410","00121",0.08,0.0556868118325466,"Grey",6.3632873119908,20.9322467740779,66.2799107205472,23.1754055644237,60.9406320107047,139.942761385514,187.524432479578,133.314767742526
"130","020690","01256","Sheep, goats, asses, mules or hinnies edible offal, frozen","Ed.off.sheep,horse,frozn","020680","00121",1,1,"Green",4960.20298984208,2429.62315073441,1410.3968179521,2978.05576831122,3601.7185036858,2398.07245493323,1805.18355989446,2393.61738744923
"131","020690","01256","Sheep, goats, asses, mules or hinnies edible offal, frozen","Ed.off.sheep,horse,frozn","020680","00121",1,1,"Blue",123.784365381889,143.174433075977,237.31662770376,151.07618907153,117.939708743423,181.706215648161,236.276255380976,181.001782256143
"132","020690","01256","Sheep, goats, asses, mules or hinnies edible offal, frozen","Ed.off.sheep,horse,frozn","020680","00121",1,1,"Grey",6.3632873119908,20.9322467740779,66.2799107205472,23.1754055644237,60.9406320107047,139.942761385514,187.524432479578,133.314767742526
"133","020900","41131","Pig fat lean meat free&poultry fat unrenderd,frsh,chilld,frozn or curd","Pig,poultry fat unrendrd","010310","00131",0.78,1,"Green",7918.82956946781,4065.29967318511,2337.21081312153,3545.39494981384,5575.17786530247,3311.20963776045,2000.64812505027,3362.33084485878
"134","020900","41131","Pig fat lean meat free&poultry fat unrenderd,frsh,chilld,frozn or curd","Pig,poultry fat unrendrd","010310","00131",0.78,1,"Blue",734.019423896823,347.745942943393,210.311272175648,313.340547896255,103.710183299912,71.903005012085,47.8098841633508,72.0239897059774
"135","020900","41131","Pig fat lean meat free&poultry fat unrenderd,frsh,chilld,frozn or curd","Pig,poultry fat unrendrd","010310","00131",0.78,1,"Grey",717.550417499567,573.882997397442,325.231671216489,466.549596791946,762.828050223358,453.058835588657,273.740236686121,460.053534534244
"136","021011","01611","Hams, shoulders and cuts thereof, of swine bone in, cured","Hams,shoulders with bone","020312","01221",0.98,1,"Green",7410.73965025357,5039.94314673697,3917.83135856293,4747.20054976775,5788.30444439288,4057.7083673387,2653.19907088103,4392.99185399015
"137","021011","01611","Hams, shoulders and cuts thereof, of swine bone in, cured","Hams,shoulders with bone","020312","01221",0.98,1,"Blue",422.49583809198,426.087914141535,476.680435308716,449.179563520632,283.313888159558,254.821023183449,234.866295464409,261.981653657836
"138","021011","01611","Hams, shoulders and cuts thereof, of swine bone in, cured","Hams,shoulders with bone","020312","01221",0.98,1,"Grey",611.620230424711,562.582537168281,665.010281481129,601.618775789302,936.093831440268,707.924118832242,462.887779086959,744.383592011106
"139","021012","01612","Bellies, streaky and cuts thereof, swine cured","Bellies (streaky)","020319","01221",0.98,1,"Green",7816.80757629486,5316.10441505133,4132.50704944309,5007.32112783722,6105.47181120893,4280.0485518504,2798.57984188821,4633.70373640057
"140","021012","01612","Bellies, streaky and cuts thereof, swine cured","Bellies (streaky)","020319","01221",0.98,1,"Blue",445.366731093386,449.155633227848,502.520347335696,473.512578463334,298.558372945489,268.504255093976,247.456117636906,276.057248882028
"141","021012","01612","Bellies, streaky and cuts thereof, swine cured","Bellies (streaky)","020319","01221",0.98,1,"Grey",645.133667708257,593.408977561063,701.449201014342,634.584188161319,987.386644121926,746.714481507982,488.251493009532,785.171734039112
"142","021019","01619","Swine meat cured, nes","Oth.pigmeat,dry,salt,smk","020311","01221",0.7,1,"Green",7988.77734297335,5433.05871218246,4223.42220453084,5117.48219264964,6239.79219105553,4374.20961999111,2860.14859840975,4735.64521860138
"143","021019","01619","Swine meat cured, nes","Oth.pigmeat,dry,salt,smk","020311","01221",0.7,1,"Blue",442.807656320297,446.679914301718,501.218652119939,471.572712332384,292.769514293147,262.0542058489,240.543009367776,269.77336550029
"144","021019","01619","Swine meat cured, nes","Oth.pigmeat,dry,salt,smk","020311","01221",0.7,1,"Grey",659.326608397838,606.463975067407,716.881083436657,648.545040300868,1009.10915029261,763.142200101157,498.993025855742,802.445512187973
"145","021020","01681","Bovine meat cured","Bov.meat,dried,smkd,salt","020110","01111",0.46,1,"Green",32599.634823726,22847.7496929039,13658.4720768758,22246.9519728567,13108.0942510784,9413.89807017459,13692.4067947158,12164.99493402
"146","021020","01681","Bovine meat cured","Bov.meat,dried,smkd,salt","020110","01111",0.46,1,"Blue",724.33362577203,790.604497940822,1061.20496251062,855.646388058887,681.017112526205,615.168144829711,463.841636257065,622.941893167191
"147","021020","01681","Bovine meat cured","Bov.meat,dried,smkd,salt","020110","01111",0.46,1,"Grey",374.72406904631,619.522841591072,1098.89720097772,695.914860298727,332.857250471979,383.216420495458,1914.40995605037,750.511937605441
"148","040110","02211","Milk not concentrated and unsweetened not exceeding 1% fat","Milk,fat cont.1% or less","FAO882","FAO882",0.93,1,"Green",1086.52004440864,789.557395576588,1027.24743590478,862.638324738887,0,646.866287319458,928.754107358904,752.85610765429
"149","040110","02211","Milk not concentrated and unsweetened not exceeding 1% fat","Milk,fat cont.1% or less","FAO882","FAO882",0.93,1,"Blue",56.0887748641855,90.4608159824405,97.8402662092505,85.5246618963615,0,33.2695832879746,31.9107548545732,32.3281795681043
"150","040110","02211","Milk not concentrated and unsweetened not exceeding 1% fat","Milk,fat cont.1% or less","FAO882","FAO882",0.93,1,"Grey",48.7556490396693,76.200141968963,82.2269158154657,72.2724417123937,0,73.8636000424627,136.038629671745,97.2414111830728
"151","040120","02212","Milk not concentrated & unsweetened exceeding 1% not exceeding 6% fat","Milk,cream fat cont.1-6%","FAO882","FAO882",0.9,1,"Green",1122.73737922226,815.875975429141,1061.4890171016,891.392935563517,0,668.428496896774,959.712577604201,777.951311242766
"152","040120","02212","Milk not concentrated & unsweetened exceeding 1% not exceeding 6% fat","Milk,cream fat cont.1-6%","FAO882","FAO882",0.9,1,"Blue",57.9584006929916,93.4761765151885,101.101608416226,88.3754839595736,0,34.3785693975737,32.9744466830589,33.4057855537078
"153","040120","02212","Milk not concentrated & unsweetened exceeding 1% not exceeding 6% fat","Milk,cream fat cont.1-6%","FAO882","FAO882",0.9,1,"Grey",50.3808373409916,78.7401467012617,84.9678130093145,74.6815231028068,0,76.3257200438781,140.573250660803,100.482791555842
"154","040130","02213","Milk and cream not concentrated and unsweetened exceeding 6% fat","Cream,fat content 6%+","FAO882","FAO882",0.5,1,"Green",2020.92728260007,1468.57675577245,1910.68023078289,1604.50728401433,0,1203.17129441419,1727.48263968756,1400.31236023698
"155","040130","02213","Milk and cream not concentrated and unsweetened exceeding 6% fat","Cream,fat content 6%+","FAO882","FAO882",0.5,1,"Blue",104.325121247385,168.257117727339,181.982895149206,159.075871127232,0,61.8814249156327,59.3540040295061,60.130413996674
"156","040130","02213","Milk and cream not concentrated and unsweetened exceeding 6% fat","Cream,fat content 6%+","FAO882","FAO882",0.5,1,"Grey",90.6855072137849,141.732264062271,152.942063416766,134.426741585052,0,137.386296078981,253.031851189446,180.869024800515
"157","040210","02221","Milk powder not exceeding 1.5% fat","Milk,solid, to 1.5% fat","FAO882","FAO882",0.2,1,"Green",5052.31820650017,3671.44188943113,4776.70057695722,4011.26821003582,0,3007.92823603548,4318.70659921891,3500.78090059245
"158","040210","02221","Milk powder not exceeding 1.5% fat","Milk,solid, to 1.5% fat","FAO882","FAO882",0.2,1,"Blue",260.812803118462,420.642794318348,454.957237873015,397.689677818081,0,154.703562289082,148.385010073765,150.326034991685
"159","040210","02221","Milk powder not exceeding 1.5% fat","Milk,solid, to 1.5% fat","FAO882","FAO882",0.2,1,"Grey",226.713768034462,354.330660155678,382.355158541915,336.066853962631,0,343.465740197452,632.579627973614,452.172562001288
"160","040221","02222","Milk and cream powder unsweetened exceeding 1.5% fat","Milk,crm solid 1.5%+ fat","FAO882","FAO882",0.2,1,"Green",5052.31820650017,3671.44188943113,4776.70057695722,4011.26821003582,0,3007.92823603548,4318.70659921891,3500.78090059245
"161","040221","02222","Milk and cream powder unsweetened exceeding 1.5% fat","Milk,crm solid 1.5%+ fat","FAO882","FAO882",0.2,1,"Blue",260.812803118462,420.642794318348,454.957237873015,397.689677818081,0,154.703562289082,148.385010073765,150.326034991685
"162","040221","02222","Milk and cream powder unsweetened exceeding 1.5% fat","Milk,crm solid 1.5%+ fat","FAO882","FAO882",0.2,1,"Grey",226.713768034462,354.330660155678,382.355158541915,336.066853962631,0,343.465740197452,632.579627973614,452.172562001288
"163","040229","02222a","Milk and cream powder sweetened exceeding 1.5% fat","Milk,crm solid 1.5%+ fat","040221","FAO882",1,1,"Green",5052.31820650017,3671.44188943113,4776.70057695722,4011.26821003582,0,3007.92823603548,4318.70659921891,3500.78090059245
"164","040229","02222a","Milk and cream powder sweetened exceeding 1.5% fat","Milk,crm solid 1.5%+ fat","040221","FAO882",1,1,"Blue",270.812803118462,430.642794318348,464.957237873015,407.689677818081,0,164.703562289082,158.385010073765,160.326034991685
"165","040229","02222a","Milk and cream powder sweetened exceeding 1.5% fat","Milk,crm solid 1.5%+ fat","040221","FAO882",1,1,"Grey",226.713768034462,354.330660155678,382.355158541915,336.066853962631,0,343.465740197452,632.579627973614,452.172562001288
"166","040291","02223","Milk and cream unsweetened, nes","Milk,cream unsweetened","FAO882","FAO882",0.5,0.831488091433553,"Green",1680.37696913513,1221.10408378092,1588.70785843348,1334.12869927631,0,1000.42260326009,1436.38124305841,1164.34305182426
"167","040291","02223","Milk and cream unsweetened, nes","Milk,cream unsweetened","FAO882","FAO882",0.5,0.831488091433553,"Blue",86.7450959545621,139.903789689216,151.316610161166,132.269692476712,0,51.4536678982881,49.3521475294334,49.9977231712038
"168","040291","02223","Milk and cream unsweetened, nes","Milk,cream unsweetened","FAO882","FAO882",0.5,0.831488091433553,"Grey",75.4039193138737,117.848689739694,127.169504410316,111.774234798187,0,114.235069115837,210.392971017411,150.390440230828
"169","040299","02224","Milk and cream nes sweetened","Milk,cream, sweetened","040130","02213",1,1,"Green",2020.92728260007,1468.57675577245,1910.68023078289,1604.50728401433,0,1203.17129441419,1727.48263968756,1400.31236023698
"170","040299","02224","Milk and cream nes sweetened","Milk,cream, sweetened","040130","02213",1,1,"Blue",109.325121247385,173.257117727339,186.982895149206,164.075871127232,0,66.8814249156327,64.3540040295061,65.130413996674
"171","040299","02224","Milk and cream nes sweetened","Milk,cream, sweetened","040130","02213",1,1,"Grey",90.6855072137849,141.732264062271,152.942063416766,134.426741585052,0,137.386296078981,253.031851189446,180.869024800515
"172","040310","02231","Yogurt concentratd o not,sweetend o not,flavourd o contg fruit o cocoa","Yogurt","FAO882","FAO882",0.8,1,"Green",1263.07955162504,917.860472357784,1194.17514423931,1002.81705250896,0,751.98205900887,1079.67664980473,875.195225148112
"173","040310","02231","Yogurt concentratd o not,sweetend o not,flavourd o contg fruit o cocoa","Yogurt","FAO882","FAO882",0.8,1,"Blue",65.2032007796156,105.160698579587,113.739309468254,99.4224194545203,0,38.6758905722705,37.0962525184413,37.5815087479212
"174","040310","02231","Yogurt concentratd o not,sweetend o not,flavourd o contg fruit o cocoa","Yogurt","FAO882","FAO882",0.8,1,"Grey",56.6784420086156,88.5826650389194,95.5887896354788,84.0167134906577,0,85.8664350493629,158.144906993403,113.043140500322
"175","040390","02232","Buttermilk,curdled milk & cream,kephir & ferm or acid milk & cream nes","Buttermilk","FAO882","FAO882",0.1,0.168511908566448,"Green",1702.75156732471,1237.36335995769,1609.86186174703,1351.89292369011,0,1013.74345577049,1455.50698314578,1179.8465420636
"176","040390","02232","Buttermilk,curdled milk & cream,kephir & ferm or acid milk & cream nes","Buttermilk","FAO882","FAO882",0.1,0.168511908566448,"Blue",87.9001264641145,141.766640190617,153.331424940202,134.030893252601,0,52.138785086723,50.0092825003635,50.6634541273508
"177","040390","02232","Buttermilk,curdled milk & cream,kephir & ferm or acid milk & cream nes","Buttermilk","FAO882","FAO882",0.1,0.168511908566448,"Grey",76.4079394995562,119.417871612885,128.86279503225,113.262533934329,0,115.75613481572,213.194400860174,152.392922848435
"178","040410","02241","Whey whether or not concentrated or sweetened","Whey","FAO882","FAO882",0.73,0.497681571564361,"Green",688.889223302531,500.605197106661,651.308452063687,546.940894996381,0,410.134370318617,588.860462308121,477.335380906671
"179","040410","02241","Whey whether or not concentrated or sweetened","Whey","FAO882","FAO882",0.73,0.497681571564361,"Blue",35.562116641124,57.3551142311177,62.0339268874583,54.2254311921717,0,21.0940032894891,20.2324616466041,20.4971225593701
"180","040410","02241","Whey whether or not concentrated or sweetened","Whey","FAO882","FAO882",0.73,0.497681571564361,"Grey",30.9126751700463,48.3133807670452,52.134552383255,45.8230904194007,0,46.8319368109546,86.2529379149334,61.6542332260506
"181","040490","02249","Products consisting of natural milk constituents sweetened or not nes","Milk products nes","FAO882","FAO882",0.8,1,"Green",1263.07955162504,917.860472357784,1194.17514423931,1002.81705250896,0,751.98205900887,1079.67664980473,875.195225148112
"182","040490","02249","Products consisting of natural milk constituents sweetened or not nes","Milk products nes","FAO882","FAO882",0.8,1,"Blue",65.2032007796156,105.160698579587,113.739309468254,99.4224194545203,0,38.6758905722705,37.0962525184413,37.5815087479212
"183","040490","02249","Products consisting of natural milk constituents sweetened or not nes","Milk products nes","FAO882","FAO882",0.8,1,"Grey",56.6784420086156,88.5826650389194,95.5887896354788,84.0167134906577,0,85.8664350493629,158.144906993403,113.043140500322
"184","040510","0230a","Butter","butter","FAO882","FAO882",0.047,0.275038829587159,"Green",5913.12206901149,4296.97480921875,5590.54525946647,4694.70005807842,0,3520.41302775049,5054.51918459364,4097.23694272352
"185","040510","0230a","Butter","butter","FAO882","FAO882",0.047,0.275038829587159,"Blue",305.249566429991,492.311071589746,532.471941348087,465.44724904672,0,181.061645552992,173.666551059435,175.93828391741
"186","040510","0230a","Butter","butter","FAO882","FAO882",0.047,0.275038829587159,"Grey",265.340806006353,414.700808749204,447.500065072259,393.325251816683,0,401.984745477422,740.357278717204,529.21281797558
"187","040610","02491","Cheese, fresh (including whey cheese) unfermented, and curd","Fresh cheese,unfermented","FAO882","FAO882",0.15,0.502318428435639,"Green",3383.83005526124,2458.97722665576,3199.23296923302,2686.57859106538,0,2014.5837124967,2892.48788239235,2344.67568037747
"188","040610","02491","Cheese, fresh (including whey cheese) unfermented, and curd","Fresh cheese,unfermented","FAO882","FAO882",0.15,0.502318428435639,"Blue",174.68143650448,281.728836499691,304.711206311723,266.355805288872,0,103.613933709929,99.3820334182137,100.682050199979
"189","040610","02491","Cheese, fresh (including whey cheese) unfermented, and curd","Fresh cheese,unfermented","FAO882","FAO882",0.15,0.502318428435639,"Grey",151.843338218391,237.315760474617,256.085389790713,225.083431909091,0,230.038894449957,423.675206112143,302.846147634939
"190","040620","0241","Cheese, grated or powdered, of all kinds","Cheese, powdered, grated","040610","02491",0.63,1,"Green",5371.15881787499,3903.13845500915,5078.14757021114,4264.41046200854,0,3197.75192459794,4591.25060697199,3721.70742917058
"191","040620","0241","Cheese, grated or powdered, of all kinds","Cheese, powdered, grated","040610","02491",0.63,1,"Blue",293.145137308698,463.061645237605,499.541597320195,438.660008395035,0,180.339577317347,173.622275267006,175.68579396822
"192","040620","0241","Cheese, grated or powdered, of all kinds","Cheese, powdered, grated","040610","02491",0.63,1,"Grey",241.021171775224,376.691683293043,406.484745699544,357.275288744589,0,365.141102301518,672.500327162131,480.708170849109
"193","040630","0242","Cheese processed, not grated or powdered","Processed cheese, whole","040610","02491",0.63,1,"Green",5371.15881787499,3903.13845500915,5078.14757021114,4264.41046200854,0,3197.75192459794,4591.25060697199,3721.70742917058
"194","040630","0242","Cheese processed, not grated or powdered","Processed cheese, whole","040610","02491",0.63,1,"Blue",293.145137308698,463.061645237605,499.541597320195,438.660008395035,0,180.339577317347,173.622275267006,175.68579396822
"195","040630","0242","Cheese processed, not grated or powdered","Processed cheese, whole","040610","02491",0.63,1,"Grey",241.021171775224,376.691683293043,406.484745699544,357.275288744589,0,365.141102301518,672.500327162131,480.708170849109
"196","040640","0243","Cheese, blue-veined","Blue-veined cheese","040610","02491",0.63,1,"Green",5371.15881787499,3903.13845500915,5078.14757021114,4264.41046200854,0,3197.75192459794,4591.25060697199,3721.70742917058
"197","040640","0243","Cheese, blue-veined","Blue-veined cheese","040610","02491",0.63,1,"Blue",293.145137308698,463.061645237605,499.541597320195,438.660008395035,0,180.339577317347,173.622275267006,175.68579396822
"198","040640","0243","Cheese, blue-veined","Blue-veined cheese","040610","02491",0.63,1,"Grey",241.021171775224,376.691683293043,406.484745699544,357.275288744589,0,365.141102301518,672.500327162131,480.708170849109
"199","040690","02499","Cheese nes","Other cheese, curd","040610","02491",0.63,1,"Green",5371.15881787499,3903.13845500915,5078.14757021114,4264.41046200854,0,3197.75192459794,4591.25060697199,3721.70742917058
"200","040690","02499","Cheese nes","Other cheese, curd","040610","02491",0.63,1,"Blue",293.145137308698,463.061645237605,499.541597320195,438.660008395035,0,180.339577317347,173.622275267006,175.68579396822
"201","040690","02499","Cheese nes","Other cheese, curd","040610","02491",0.63,1,"Grey",241.021171775224,376.691683293043,406.484745699544,357.275288744589,0,365.141102301518,672.500327162131,480.708170849109
"202","040700","0251","Eggs, bird, in shell, fresh, preserved or cooked","Birds' eggs, in shell","040700","0251",1,1,"Green",6781.0685600589,3005.98462851995,2297.66098826094,2592.13924719903,0,2457.14840405401,2370.65385625912,2400.56359998942
"203","040700","0251","Eggs, bird, in shell, fresh, preserved or cooked","Birds' eggs, in shell","040700","0251",1,1,"Blue",417.543618713235,311.851669675958,205.450601868523,243.77320540362,0,48.5007294940216,47.3680584526816,47.7597351703581
"204","040700","0251","Eggs, bird, in shell, fresh, preserved or cooked","Birds' eggs, in shell","040700","0251",1,1,"Grey",445.847377104412,544.976997188639,368.655821004806,428.64684369579,0,347.491057831047,335.258959085901,339.488808805662
"205","040811","02521","Egg yolks dried","Egg,unshelld;yolks,dried","040819","0251",0.5,1,"Green",13562.1371201178,6011.9692570399,4595.32197652187,5184.27849439806,0,4914.29680810803,4741.30771251824,4801.12719997885
"206","040811","02521","Egg yolks dried","Egg,unshelld;yolks,dried","040819","0251",0.5,1,"Blue",855.08723742647,643.703339351917,430.901203737046,507.54641080724,0,117.001458988043,114.736116905363,115.519470340716
"207","040811","02521","Egg yolks dried","Egg,unshelld;yolks,dried","040819","0251",0.5,1,"Grey",891.694754208823,1089.95399437728,737.311642009613,857.29368739158,0,694.982115662093,670.517918171802,678.977617611323
"208","040819","02522","Egg yolks nes","Egg,unshelld;ylk,not dry","040700","0251",1,1,"Green",6781.0685600589,3005.98462851995,2297.66098826094,2592.13924719903,0,2457.14840405401,2370.65385625912,2400.56359998942
"209","040819","02522","Egg yolks nes","Egg,unshelld;ylk,not dry","040700","0251",1,1,"Blue",422.543618713235,316.851669675958,210.450601868523,248.77320540362,0,53.5007294940216,52.3680584526816,52.7597351703581
"210","040819","02522","Egg yolks nes","Egg,unshelld;ylk,not dry","040700","0251",1,1,"Grey",445.847377104412,544.976997188639,368.655821004806,428.64684369579,0,347.491057831047,335.258959085901,339.488808805662
"211","040891","02521a","Eggs, bird, not in shell, dried","Egg,unshelld;ylk,not dry","040899","0251",0.75,1,"Green",10046.0274963836,4453.3105607703,3403.94220483102,3840.20629214671,0,3640.2198578578,3512.07978705055,3556.39051850285
"212","040891","02521a","Eggs, bird, not in shell, dried","Egg,unshelld;ylk,not dry","040899","0251",0.75,1,"Blue",632.657212908496,476.076547668086,318.445336101515,375.219563560918,0,85.9270066578097,84.2489754854542,84.8292372894194
"213","040891","02521a","Eggs, bird, not in shell, dried","Egg,unshelld;ylk,not dry","040899","0251",0.75,1,"Grey",660.514632747276,807.373329168354,546.156771858972,635.0323610308,0,514.801567157106,496.67993938652,502.946383415795
"214","040899","02522a","Eggs, bird, not in shell nes","Egg,unshelld;ylk,not dry","040700","0251",0.9,1,"Green",7534.52062228767,3339.98292057772,2552.95665362326,2880.15471911003,0,2730.16489339335,2634.05984028791,2667.29288887714
"215","040899","02522a","Eggs, bird, not in shell nes","Egg,unshelld;ylk,not dry","040700","0251",0.9,1,"Blue",469.492909681372,352.057410751065,233.834002076136,276.414672670689,0,59.4452549933573,58.1867316140907,58.6219279670645
"216","040899","02522a","Eggs, bird, not in shell nes","Egg,unshelld;ylk,not dry","040700","0251",0.9,1,"Grey",495.385974560457,605.529996876266,409.617578894229,476.2742707731,0,386.10117536783,372.50995453989,377.209787561846
"217","050210","29192","Bristles, hair and waste of pigs, hogs or boars","Bristle,hair for brushes","010310","00139",0.0075,0.0272378076250636,"Green",18293.2900507019,12178.5381652275,9401.3407745498,11458.5964273348,14116.3439984559,9895.81797382008,6470.54265039933,10648.6340271503
"218","050210","29192","Bristles, hair and waste of pigs, hogs or boars","Bristle,hair for brushes","010310","00139",0.0075,0.0272378076250636,"Blue",996.794792388163,985.210635249315,1100.02650785305,1039.90955676621,645.800571726673,576.313023625442,527.648029656378,590.247206014552
"219","050210","29192","Bristles, hair and waste of pigs, hogs or boars","Bristle,hair for brushes","010310","00139",0.0075,0.0272378076250636,"Grey",1509.77457097059,1359.42662457021,1595.7777919968,1452.16252875899,2282.91767760142,1726.46419728668,1128.87689046876,1804.38951643901
"220","050300","26851","Horsehair&waste put up or not as a layer with or without supg material","Horsehair and waste","010111","00151",0.01,0.021144559195502,"Green",85248.3804687138,73408.1889195172,70489.0296292771,78613.677123764,0,43215.709867165,0,43215.709867165
"221","050300","26851","Horsehair&waste put up or not as a layer with or without supg material","Horsehair and waste","010111","00151",0.01,0.021144559195502,"Blue",3171.57596003783,7536.19351827188,4678.4217244763,5269.02803276368,0,1272.21562574706,0,1272.21562574706
"222","050300","26851","Horsehair&waste put up or not as a layer with or without supg material","Horsehair and waste","010111","00151",0.01,0.021144559195502,"Grey",1427.55062026736,2493.84648200483,3105.29040456707,2052.99224776177,0,473.322645233085,0,473.322645233085
"223","051110","29194","Semen bovine","Bovine semen","010210","00111",1e-04,0.0152625573098018,"Green",1403704.95492557,1121434.91632815,637045.534244748,1068692.73913057,578914.367958892,415761.494152835,604720.325744287,536242.264833043
"224","051110","29194","Semen bovine","Bovine semen","010210","00111",1e-04,0.0152625573098018,"Blue",30879.175969643,38238.4801872477,49033.1247805941,40581.1482785602,29719.8857086553,26811.6892321442,20128.4072547849,27130.3527186965
"225","051110","29194","Semen bovine","Bovine semen","010210","00111",1e-04,0.0152625573098018,"Grey",16135.2124124824,30408.0075876724,51253.7237354763,33430.1597433088,14700.5232863402,16924.6183017295,84549.2417503735,33083.1392358652
"226","160231","0174","Turkey meat and meat offal prepared or preserved, excluding livers","Poultry,prprd,prsrvd,nes","010599","00149",0.78,1,"Green",7918.82956946781,4065.29967318511,2337.21081312153,3545.39494981384,5575.17786530247,3311.20963776045,2000.64812505027,3362.33084485878
"227","160231","0174","Turkey meat and meat offal prepared or preserved, excluding livers","Poultry,prprd,prsrvd,nes","010599","00149",0.78,1,"Blue",734.019423896823,347.745942943393,210.311272175648,313.340547896255,103.710183299912,71.903005012085,47.8098841633508,72.0239897059774
"228","160231","0174","Turkey meat and meat offal prepared or preserved, excluding livers","Poultry,prprd,prsrvd,nes","010599","00149",0.78,1,"Grey",717.550417499567,573.882997397442,325.231671216489,466.549596791946,762.828050223358,453.058835588657,273.740236686121,460.053534534244
"229","160239","0174a","Dom fowl,duck,goose&guinea fowl meat&meat offal prep/presvd exc livers","Poultry,prprd,prsrvd,nes","010511","00149",0.78,1,"Green",7918.82956946781,4065.29967318511,2337.21081312153,3545.39494981384,5575.17786530247,3311.20963776045,2000.64812505027,3362.33084485878
"230","160239","0174a","Dom fowl,duck,goose&guinea fowl meat&meat offal prep/presvd exc livers","Poultry,prprd,prsrvd,nes","010511","00149",0.78,1,"Blue",734.019423896823,347.745942943393,210.311272175648,313.340547896255,103.710183299912,71.903005012085,47.8098841633508,72.0239897059774
"231","160239","0174a","Dom fowl,duck,goose&guinea fowl meat&meat offal prep/presvd exc livers","Poultry,prprd,prsrvd,nes","010511","00149",0.78,1,"Grey",717.550417499567,573.882997397442,325.231671216489,466.549596791946,762.828050223358,453.058835588657,273.740236686121,460.053534534244
"232","160241","0175","Hams and cuts thereof of swine prepared or preserved","Pork,prepred,presrvd,nes","020312","01221",0.88,1,"Green",8252.8691559642,5612.66395886617,4363.03946749053,5286.65515769591,6446.06631307389,4518.81159089991,2954.69896529933,4892.19547376176
"233","160241","0175","Hams and cuts thereof of swine prepared or preserved","Pork,prepred,presrvd,nes","020312","01221",0.88,1,"Blue",470.50672878425,474.506995293982,530.848666593797,500.222695738885,315.50864817769,283.777957636113,261.555647221728,291.752296118953
"234","160241","0175","Hams and cuts thereof of swine prepared or preserved","Pork,prepred,presrvd,nes","020312","01221",0.88,1,"Grey",681.12252933661,626.512370937404,740.579631649439,669.984545765359,1042.46813046757,788.370041426815,515.488663074114,828.972636557823
"235","160242","0175a","Shoulders and cut thereof of swine prepared or preserved","Pork,prepred,presrvd,nes","020312","01221",0.98,1,"Green",7410.73965025357,5039.94314673697,3917.83135856293,4747.20054976775,5788.30444439288,4057.7083673387,2653.19907088103,4392.99185399015
"236","160242","0175a","Shoulders and cut thereof of swine prepared or preserved","Pork,prepred,presrvd,nes","020312","01221",0.98,1,"Blue",417.393797275653,420.985873325209,471.578394492389,444.077522704305,278.211847343232,249.718982367122,229.764254648082,256.879612841509
